dayofyear,pr
1959-07-25,0.35407242
1959-07-26,0.3989836
1959-07-27,7.4218755
1959-07-28,8.879239
1959-07-29,0.6947411
1959-07-30,0.69257355
1959-07-31,0.346357
1959-08-01,0.03092984
1959-08-02,0.06249011
1959-08-03,0.29605335
1959-08-04,0.029871177
1959-08-05,0.24971965
1959-08-06,2.5415344
1959-08-07,1.5433183
1959-08-08,0.97940874
1959-08-09,0.952129
1959-08-10,0.17062657
1959-08-11,2.0942633
1959-08-12,0.21591863
1959-08-13,0.014839437
1959-08-14,0.0051817936
1959-08-15,0.030722344
1959-08-16,0.009724275
1959-08-17,0.09775453
1959-08-18,0.59668726
1959-08-19,0.48535913
1959-08-20,0.11746621
1959-08-21,0.08727376
1959-08-22,0.0722753
1959-08-23,0.27856985
1959-08-24,0.5039233
1959-08-25,2.1687846
1959-08-26,0.04185554
1959-08-27,1.2584398
1959-08-28,0.06295042
1959-08-29,0.22815427
1959-08-30,0.32920048
1959-08-31,0.51053613
1959-09-01,0.44882852
1959-09-02,2.2784157
1959-09-03,1.0704075
1959-09-04,0.4625969
1959-09-05,0.5337626
1959-09-06,0.6347051
1959-09-07,0.0024835255
1959-09-08,0.19603907
1959-09-09,1.7984312
1959-09-10,0.90939456
1959-09-11,1.3343585
1959-09-12,0.04427696
1959-09-13,4.529556
1959-09-14,2.5594063
1959-09-15,5.675072
1959-09-16,0.91171587
1959-09-17,0.27543965
1959-09-18,1.439949
1959-09-19,2.2367795
1959-09-20,0.013964976
1959-09-21,0.43746033
1959-09-22,0.6774462
1959-09-23,0.44558612
1959-09-24,0.46090063
1959-09-25,0.31345665
1959-09-26,0.3704208
1959-09-27,0.006658997
1959-09-28,0.041383535
1959-09-29,0.055545513
1959-09-30,0.004325099
1959-10-01,0.20587017
1959-10-02,0.11040155
1959-10-03,0.081519365
1959-10-04,0.015458403
1959-10-05,0.006552532
1959-10-06,0.009942752
1959-10-07,0.26894256
1959-10-08,0.7318631
1959-10-09,0.10885183
1959-10-10,4.681991
1959-10-11,4.544726
1959-10-12,0.039240077
1959-10-13,0.15034772
1959-10-14,0.02188824
1959-10-15,0.1067812
1959-10-16,0.029965514
1959-10-17,0.076671764
1959-10-18,0.027905526
1959-10-19,0.062265616
1959-10-20,0.32646984
1959-10-21,0.118399344
1959-10-22,0.04108414
1959-10-23,1.6034765
1959-10-24,0.40824112
1959-10-25,0.05272825
1959-10-26,0.35361055
1959-10-27,0.036057446
1959-10-28,0.021794027
1959-10-29,0.06664446
1959-10-30,1.0484214
1959-10-31,4.785164
1959-11-01,2.8360095
1959-11-02,0.0009909194
1959-11-03,3.1722372
1959-11-04,0.306501
1959-11-05,0.9550667
1959-11-06,1.2246724
1959-11-07,0.23887476
1959-11-08,0.04040452
1959-11-09,0.27588427
1959-11-10,0.11466434
1959-11-11,0.10568685
1959-11-12,0.083866306
1959-11-13,0.65046924
1959-11-14,0.16909476
1959-11-15,0.9118371
1959-11-16,3.5099463
1959-11-17,0.9842387
1959-11-18,0.13902552
1959-11-19,0.21257637
1959-11-20,0.100776315
1959-11-21,0.058451526
1959-11-22,0.025372203
1959-11-23,0.9231032
1959-11-24,4.217505
1959-11-25,0.11627538
1959-11-26,0.11586922
1959-11-27,1.9544188
1959-11-28,0.44658872
1959-11-29,0.4308933
1959-11-30,0.4704889
1959-12-01,0.3122621
1959-12-02,0.17647652
1959-12-03,0.24671346
1959-12-04,0.48568654
1959-12-05,0.8504996
1959-12-06,0.017180977
1959-12-07,0.051087875
1959-12-08,0.17738932
1959-12-09,0.2968779
1959-12-10,0.37646082
1959-12-11,0.112907484
1959-12-12,0.10202119
1959-12-13,0.15863755
1959-12-14,0.036375538
1959-12-15,0.01807143
1959-12-16,0.38472706
1959-12-17,0.60019886
1959-12-18,0.014400404
1959-12-19,0.047236294
1959-12-20,0.29078022
1959-12-21,0.23803014
1959-12-22,0.044239778
1959-12-23,0.21748325
1959-12-24,0.9300033
1959-12-25,0.70364416
1959-12-26,0.088924184
1959-12-27,0.15592025
1959-12-28,0.055611234
1959-12-29,0.12830517
1959-12-30,0.13520792
1959-12-31,0.013163547
1960-01-01,0.00992084
1960-01-02,0.005017953
1960-01-03,0.66435945
1960-01-04,0.40599918
1960-01-05,0.4110017
1960-01-06,0.004978315
1960-01-07,0.001238199
1960-01-08,0.037563335
1960-01-09,0.023616118
1960-01-10,2.6292353
1960-01-11,0.09984204
1960-01-12,0.009705372
1960-01-13,0.016633855
1960-01-14,0.008850654
1960-01-15,1.2171355
1960-01-16,0.18717349
1960-01-17,0.011283126
1960-01-18,0.01949551
1960-01-19,0.0026963553
1960-01-20,0.021122407
1960-01-21,1.6215258
1960-01-22,0.0021203116
1960-01-23,0.35977682
1960-01-24,0.0021540807
1960-01-25,0.0026828195
1960-01-26,0.0083473995
1960-01-27,0.003003246
1960-01-28,0.025301456
1960-01-29,1.0883695
1960-01-30,0.5307687
1960-01-31,2.4658265
1960-02-01,0.01296006
1960-02-02,0.009531738
1960-02-03,0.0040081153
1960-02-04,0.26472342
1960-02-05,0.02916597
1960-02-06,0.018165343
1960-02-07,3.3566816
1960-02-08,0.4692455
1960-02-09,0.053856257
1960-02-10,0.06106112
1960-02-11,0.0055660265
1960-02-12,0.49618903
1960-02-13,1.8904117
1960-02-14,0.32007807
1960-02-15,0.0026714078
1960-02-16,0.0204815
1960-02-17,0.44274575
1960-02-18,0.0023885777
1960-02-19,0.0073268428
1960-02-20,0.6732225
1960-02-21,0.64637476
1960-02-22,1.6483759e-24
1960-02-23,1.08731626e-07
1960-02-24,0.0103315
1960-02-25,0.7953652
1960-02-26,0.22909911
1960-02-27,0.010276268
1960-02-28,0.0030869218
1960-03-01,2.6544724
1960-03-02,1.9372405
1960-03-03,0.029268652
1960-03-04,0.008703432
1960-03-05,0.035974286
1960-03-06,0.025882898
1960-03-07,0.35603416
1960-03-08,0.1665947
1960-03-09,0.113014005
1960-03-10,0.24753776
1960-03-11,0.9784637
1960-03-12,1.0444415
1960-03-13,6.8926716
1960-03-14,0.90638596
1960-03-15,0.024391703
1960-03-16,0.015899649
1960-03-17,0.14773567
1960-03-18,0.03506118
1960-03-19,0.10151124
1960-03-20,0.010723876
1960-03-21,0.06491042
1960-03-22,0.03081576
1960-03-23,0.0121749025
1960-03-24,0.003289509
1960-03-25,0.013451153
1960-03-26,0.040120576
1960-03-27,0.04490176
1960-03-28,0.028687578
1960-03-29,0.05184946
1960-03-30,0.033932228
1960-03-31,0.6116102
1960-04-01,1.0886631
1960-04-02,0.09176352
1960-04-03,0.41991854
1960-04-04,1.04378
1960-04-05,0.080642
1960-04-06,0.05852459
1960-04-07,0.023397373
1960-04-08,0.008349571
1960-04-09,0.002098289
1960-04-10,0.30997232
1960-04-11,0.08232037
1960-04-12,0.05578105
1960-04-13,0.08577743
1960-04-14,0.19183362
1960-04-15,0.07800065
1960-04-16,0.1640199
1960-04-17,0.107116275
1960-04-18,0.80704665
1960-04-19,1.1774614
1960-04-20,0.16287057
1960-04-21,0.29239568
1960-04-22,0.044099495
1960-04-23,0.07862172
1960-04-24,0.007229606
1960-04-25,0.007644622
1960-04-26,0.02537011
1960-04-27,0.005846888
1960-04-28,0.016026972
1960-04-29,0.024529144
1960-04-30,0.051627934
1960-05-01,0.028919354
1960-05-02,0.009990786
1960-05-03,0.00044601152
1960-05-04,0.00232532
1960-05-05,0.0032962535
1960-05-06,0.083855145
1960-05-07,0.0055677467
1960-05-08,0.046921674
1960-05-09,0.71862775
1960-05-10,0.60013515
1960-05-11,0.27605462
1960-05-12,0.00909537
1960-05-13,0.64304197
1960-05-14,0.0035397713
1960-05-15,0.011199484
1960-05-16,0.1996414
1960-05-17,0.18810342
1960-05-18,0.61774683
1960-05-19,0.3722537
1960-05-20,0.2708636
1960-05-21,0.057985272
1960-05-22,0.049649213
1960-05-23,0.30325818
1960-05-24,0.7832944
1960-05-25,0.09270642
1960-05-26,0.097435586
1960-05-27,0.40973514
1960-05-28,0.6760521
1960-05-29,0.5553247
1960-05-30,0.46541908
1960-05-31,0.01131784
1960-06-01,0.0198432
1960-06-02,0.03272687
1960-06-03,1.5313202
1960-06-04,0.9057433
1960-06-05,0.01182302
1960-06-06,0.04351021
1960-06-07,0.23317036
1960-06-08,0.022177825
1960-06-09,0.008360034
1960-06-10,0.027737051
1960-06-11,0.4023232
1960-06-12,0.030480713
1960-06-13,0.005390867
1960-06-14,0.51860344
1960-06-15,0.0027610017
1960-06-16,0.0458542
1960-06-17,0.06462057
1960-06-18,0.012855084
1960-06-19,0.03663435
1960-06-20,0.07677885
1960-06-21,0.09013226
1960-06-22,0.030130114
1960-06-23,0.38917333
1960-06-24,0.05073386
1960-06-25,0.20038892
1960-06-26,0.5458941
1960-06-27,1.8961833
1960-06-28,1.6239358
1960-06-29,1.0832348
1960-06-30,1.7360629
1960-07-01,0.4243194
1960-07-02,0.9606555
1960-07-03,1.6504638
1960-07-04,0.6357517
1960-07-05,0.0012250036
1960-07-06,0.008151913
1960-07-07,0.14851898
1960-07-08,0.012728702
1960-07-09,0.021207808
1960-07-10,0.046502426
1960-07-11,0.031399403
1960-07-12,0.011476472
1960-07-13,0.024766274
1960-07-14,0.016547674
1960-07-15,0.038954377
1960-07-16,0.35295367
1960-07-17,0.33378464
1960-07-18,0.017446978
1960-07-19,0.07778689
1960-07-20,0.9680976
1960-07-21,0.029247733
1960-07-22,0.020988258
1960-07-23,0.03721668
1960-07-24,0.020855047
1960-07-25,0.02291843
1960-07-26,0.9501095
1960-07-27,0.12878248
1960-07-28,1.0509248
1960-07-29,1.3217434
1960-07-30,0.13605821
1960-07-31,0.07741928
1960-08-01,0.008829129
1960-08-02,0.019468982
1960-08-03,0.047743957
1960-08-04,0.26325035
1960-08-05,0.02087436
1960-08-06,0.019597614
1960-08-07,0.38090774
1960-08-08,0.104095474
1960-08-09,0.19877261
1960-08-10,0.57242143
1960-08-11,1.626703
1960-08-12,2.2037768
1960-08-13,0.04236537
1960-08-14,0.039949797
1960-08-15,0.09707591
1960-08-16,0.6430908
1960-08-17,0.48532575
1960-08-18,0.45241064
1960-08-19,0.1261082
1960-08-20,0.13638316
1960-08-21,0.003974523
1960-08-22,0.09155536
1960-08-23,0.35799804
1960-08-24,0.5295298
1960-08-25,0.3866441
1960-08-26,0.3917252
1960-08-27,1.8361471
1960-08-28,2.7296216
1960-08-29,0.87872565
1960-08-30,0.1009272
1960-08-31,0.018625304
1960-09-01,0.42657822
1960-09-02,9.4150404e-05
1960-09-03,0.000701865
1960-09-04,0.020076064
1960-09-05,0.9351803
1960-09-06,1.2432554
1960-09-07,0.014419738
1960-09-08,0.37875167
1960-09-09,0.21103938
1960-09-10,0.7352315
1960-09-11,0.78287095
1960-09-12,2.6046147
1960-09-13,7.0773892
1960-09-14,0.54493195
1960-09-15,0.7470037
1960-09-16,2.599614
1960-09-17,0.8083965
1960-09-18,0.6963852
1960-09-19,1.0202882
1960-09-20,0.66605324
1960-09-21,0.29702803
1960-09-22,0.5378792
1960-09-23,0.7129142
1960-09-24,0.34160054
1960-09-25,0.6849692
1960-09-26,1.0894046
1960-09-27,0.26346797
1960-09-28,1.2309309
1960-09-29,0.14214572
1960-09-30,0.14706561
1960-10-01,0.38947427
1960-10-02,0.16738763
1960-10-03,0.03957902
1960-10-04,2.893207
1960-10-05,1.7744355
1960-10-06,0.26904547
1960-10-07,1.8230506
1960-10-08,0.04743746
1960-10-09,0.008574935
1960-10-10,0.0412036
1960-10-11,0.075656325
1960-10-12,4.5986514
1960-10-13,2.979648
1960-10-14,0.6465462
1960-10-15,1.1031251
1960-10-16,15.722922
1960-10-17,5.483119
1960-10-18,0.21822424
1960-10-19,0.042422794
1960-10-20,0.24376635
1960-10-21,0.07430105
1960-10-22,0.84232724
1960-10-23,0.22049001
1960-10-24,0.45223576
1960-10-25,1.4928538
1960-10-26,2.3842058
1960-10-27,0.08380549
1960-10-28,0.20735037
1960-10-29,0.4472306
1960-10-30,0.40514904
1960-10-31,0.26090163
1960-11-01,0.007776945
1960-11-02,0.13779561
1960-11-03,0.4761771
1960-11-04,0.092741124
1960-11-05,0.0036451216
1960-11-06,0.0019626287
1960-11-07,0.054499116
1960-11-08,0.14201336
1960-11-09,0.41981256
1960-11-10,0.37829942
1960-11-11,0.13263799
1960-11-12,0.24182902
1960-11-13,0.3376685
1960-11-14,0.699567
1960-11-15,0.16609599
1960-11-16,1.0581578
1960-11-17,0.007843032
1960-11-18,0.026991919
1960-11-19,0.033635102
1960-11-20,0.023588717
1960-11-21,0.30074784
1960-11-22,0.0074657556
1960-11-23,0.004374378
1960-11-24,0.0027696223
1960-11-25,1.747756
1960-11-26,0.25758365
1960-11-27,0.2445447
1960-11-28,0.9174419
1960-11-29,4.743474
1960-11-30,0.79107356
1960-12-01,0.109045185
1960-12-02,0.013666211
1960-12-03,0.020835664
1960-12-04,0.013019248
1960-12-05,0.028555723
1960-12-06,0.21380319
1960-12-07,0.76508164
1960-12-08,0.032631792
1960-12-09,0.16817854
1960-12-10,0.027597865
1960-12-11,0.019018717
1960-12-12,0.006955722
1960-12-13,0.030509016
1960-12-14,0.096735746
1960-12-15,4.9681525
1960-12-16,1.5737731
1960-12-17,0.032471877
1960-12-18,0.24307373
1960-12-19,0.66791075
1960-12-20,0.005758045
1960-12-21,1.048918
1960-12-22,1.0523715
1960-12-23,1.1880342
1960-12-24,0.17844637
1960-12-25,0.6758408
1960-12-26,0.024205908
1960-12-27,0.72099525
1960-12-28,0.001204581
1960-12-29,0.009884139
1960-12-30,0.022622243
1960-12-31,0.035703428
1961-01-01,0.0043603275
1961-01-02,1.9747157
1961-01-03,1.3001539
1961-01-04,0.31606522
1961-01-05,0.509945
1961-01-06,0.011681456
1961-01-07,0.004481311
1961-01-08,0.10498233
1961-01-09,0.028936481
1961-01-10,0.594627
1961-01-11,1.1633637
1961-01-12,0.119724154
1961-01-13,0.016451146
1961-01-14,0.02164201
1961-01-15,1.7124829
1961-01-16,0.09082711
1961-01-17,0.85104036
1961-01-18,0.9469512
1961-01-19,0.0017472513
1961-01-20,0.031906404
1961-01-21,0.02296918
1961-01-22,3.6239667
1961-01-23,0.010979986
1961-01-24,0.021238366
1961-01-25,0.12316718
1961-01-26,0.6439352
1961-01-27,1.62304
1961-01-28,5.7575917
1961-01-29,0.0041448087
1961-01-30,0.029852493
1961-01-31,0.0069018463
1961-02-01,0.003413423
1961-02-02,0.018913941
1961-02-03,0.24973421
1961-02-04,8.415102
1961-02-05,0.13751327
1961-02-06,0.0050789504
1961-02-07,0.52978647
1961-02-08,0.78386647
1961-02-09,1.6738154
1961-02-10,0.91889334
1961-02-11,0.10264343
1961-02-12,0.07431908
1961-02-13,1.5439147
1961-02-14,10.958288
1961-02-15,0.0030555348
1961-02-16,0.026388355
1961-02-17,0.00837156
1961-02-18,0.08471355
1961-02-19,0.06908681
1961-02-20,0.052682262
1961-02-21,0.52386874
1961-02-22,2.440396
1961-02-23,0.51773375
1961-02-24,0.3520007
1961-02-25,0.019289307
1961-02-26,0.008921768
1961-02-27,0.015435764
1961-02-28,1.1837177
1961-03-01,1.02589
1961-03-02,0.0006476833
1961-03-03,14.336477
1961-03-04,15.117951
1961-03-05,3.339266
1961-03-06,2.0301766
1961-03-07,0.024085915
1961-03-08,0.047974233
1961-03-09,0.016302245
1961-03-10,0.009925908
1961-03-11,0.034368698
1961-03-12,0.02588117
1961-03-13,0.03755642
1961-03-14,0.037400633
1961-03-15,0.31672895
1961-03-16,0.10440823
1961-03-17,0.06696872
1961-03-18,0.020300467
1961-03-19,0.099272266
1961-03-20,0.04321511
1961-03-21,0.0936204
1961-03-22,0.073417574
1961-03-23,0.11416162
1961-03-24,0.030211763
1961-03-25,0.11320934
1961-03-26,0.8848353
1961-03-27,0.0067673475
1961-03-28,0.014317626
1961-03-29,0.037985973
1961-03-30,0.22505355
1961-03-31,0.019241966
1961-04-01,0.00032149281
1961-04-02,0.0025954396
1961-04-03,0.006017872
1961-04-04,0.05338911
1961-04-05,0.015513574
1961-04-06,0.24107029
1961-04-07,0.038834937
1961-04-08,2.776248
1961-04-09,0.0484841
1961-04-10,0.5005434
1961-04-11,0.039355442
1961-04-12,2.3054688
1961-04-13,3.1847699
1961-04-14,6.7262845
1961-04-15,0.0515151
1961-04-16,0.07499228
1961-04-17,0.32299602
1961-04-18,0.017737715
1961-04-19,0.032674402
1961-04-20,0.02816534
1961-04-21,0.004384511
1961-04-22,0.00024115902
1961-04-23,0.28192973
1961-04-24,0.03140305
1961-04-25,0.0054864897
1961-04-26,0.2215196
1961-04-27,0.37828186
1961-04-28,0.8033132
1961-04-29,0.06660189
1961-04-30,0.10379619
1961-05-01,0.0042884527
1961-05-02,0.0039925007
1961-05-03,0.00423166
1961-05-04,0.035553053
1961-05-05,0.13920423
1961-05-06,0.7537396
1961-05-07,2.762144
1961-05-08,0.038774863
1961-05-09,0.030314894
1961-05-10,3.5034037
1961-05-11,9.342521
1961-05-12,3.8837364
1961-05-13,0.035134997
1961-05-14,0.01868487
1961-05-15,0.0038576329
1961-05-16,0.21296965
1961-05-17,0.6060769
1961-05-18,0.03335382
1961-05-19,0.007575027
1961-05-20,0.030836977
1961-05-21,0.076561585
1961-05-22,0.022096086
1961-05-23,0.0023611172
1961-05-24,0.0025997485
1961-05-25,0.1007674
1961-05-26,0.02095509
1961-05-27,0.00083954
1961-05-28,0.0075148884
1961-05-29,0.0055536097
1961-05-30,0.020340024
1961-05-31,0.51356983
1961-06-01,0.9144874
1961-06-02,1.3931022
1961-06-03,0.59711754
1961-06-04,0.11251112
1961-06-05,0.005198584
1961-06-06,0.004247655
1961-06-07,0.35287127
1961-06-08,0.015874194
1961-06-09,0.05721582
1961-06-10,0.28521958
1961-06-11,0.87588364
1961-06-12,0.013053858
1961-06-13,0.59183043
1961-06-14,0.6874028
1961-06-15,0.45155326
1961-06-16,1.7812842
1961-06-17,0.5449602
1961-06-18,2.115823
1961-06-19,0.60323304
1961-06-20,0.377139
1961-06-21,0.019335223
1961-06-22,0.13743286
1961-06-23,0.1774692
1961-06-24,0.87048465
1961-06-25,1.8303
1961-06-26,0.53379065
1961-06-27,0.7705874
1961-06-28,0.13342711
1961-06-29,0.005640068
1961-06-30,0.02211107
1961-07-01,0.07720078
1961-07-02,0.14170967
1961-07-03,0.02696323
1961-07-04,0.13552149
1961-07-05,0.3505208
1961-07-06,0.6330968
1961-07-07,2.0355456
1961-07-08,1.7495967
1961-07-09,3.3141575
1961-07-10,3.0512075
1961-07-11,0.7775234
1961-07-12,0.20309584
1961-07-13,0.12450745
1961-07-14,1.061515
1961-07-15,0.72995645
1961-07-16,0.54188645
1961-07-17,4.62305
1961-07-18,12.088017
1961-07-19,2.4667575
1961-07-20,1.1103845
1961-07-21,0.013645337
1961-07-22,0.59853375
1961-07-23,0.070660025
1961-07-24,0.9237602
1961-07-25,0.42994395
1961-07-26,0.6167428
1961-07-27,1.4862838
1961-07-28,0.6506478
1961-07-29,0.6478278
1961-07-30,0.046824813
1961-07-31,0.12327077
1961-08-01,0.0853366
1961-08-02,1.2484139
1961-08-03,18.971735
1961-08-04,1.4125555
1961-08-05,1.4645432
1961-08-06,1.2893118
1961-08-07,3.7237406
1961-08-08,0.06648328
1961-08-09,1.1365008
1961-08-10,0.015863718
1961-08-11,0.15644468
1961-08-12,1.3859684
1961-08-13,0.18448901
1961-08-14,0.15311737
1961-08-15,0.016838336
1961-08-16,0.0058410866
1961-08-17,0.58721834
1961-08-18,0.069554694
1961-08-19,0.10356554
1961-08-20,0.26146546
1961-08-21,0.439053
1961-08-22,3.1097958
1961-08-23,0.6179594
1961-08-24,0.34978095
1961-08-25,0.7992194
1961-08-26,0.31161162
1961-08-27,0.7058904
1961-08-28,2.0138772
1961-08-29,2.744405
1961-08-30,1.7187567
1961-08-31,2.159864
1961-09-01,0.51424146
1961-09-02,0.0074841813
1961-09-03,0.9309521
1961-09-04,0.22716615
1961-09-05,0.59849495
1961-09-06,0.774183
1961-09-07,0.758905
1961-09-08,0.25835475
1961-09-09,1.1652902
1961-09-10,4.6000776
1961-09-11,4.689088
1961-09-12,0.8489642
1961-09-13,0.29761276
1961-09-14,5.3928714
1961-09-15,3.6328573
1961-09-16,1.6276752
1961-09-17,0.8774185
1961-09-18,0.078611985
1961-09-19,0.076412916
1961-09-20,0.20346539
1961-09-21,1.0050551
1961-09-22,3.6596427
1961-09-23,2.2314985
1961-09-24,1.3758199
1961-09-25,1.2702532
1961-09-26,0.71874297
1961-09-27,1.4766821
1961-09-28,2.462284
1961-09-29,3.6283398
1961-09-30,1.9234678
1961-10-01,1.7295916
1961-10-02,0.018286666
1961-10-03,0.025332157
1961-10-04,0.8527436
1961-10-05,1.1465685
1961-10-06,0.22806548
1961-10-07,0.5093464
1961-10-08,0.7836263
1961-10-09,14.025245
1961-10-10,2.2501812
1961-10-11,0.041046124
1961-10-12,0.25702795
1961-10-13,2.0276697
1961-10-14,0.37443846
1961-10-15,0.34219366
1961-10-16,0.0020033831
1961-10-17,0.0032399239
1961-10-18,0.0018476158
1961-10-19,0.87217575
1961-10-20,1.3752711
1961-10-21,0.45289877
1961-10-22,0.48071232
1961-10-23,0.040542483
1961-10-24,0.605856
1961-10-25,0.27308464
1961-10-26,0.021768048
1961-10-27,0.54076195
1961-10-28,1.8548211
1961-10-29,0.15068412
1961-10-30,1.1886342
1961-10-31,0.19581643
1961-11-01,0.0048353598
1961-11-02,0.019185081
1961-11-03,0.017907552
1961-11-04,0.0067669787
1961-11-05,0.0031262038
1961-11-06,0.09359171
1961-11-07,0.009676497
1961-11-08,0.028900988
1961-11-09,0.06098083
1961-11-10,0.33740366
1961-11-11,0.050445084
1961-11-12,0.0035845626
1961-11-13,0.42325485
1961-11-14,0.13667959
1961-11-15,0.20462005
1961-11-16,0.41206938
1961-11-17,1.5261441
1961-11-18,0.17852017
1961-11-19,0.033135198
1961-11-20,0.082531705
1961-11-21,0.08116958
1961-11-22,0.5190482
1961-11-23,2.0718155
1961-11-24,0.39116368
1961-11-25,0.26364717
1961-11-26,0.18496026
1961-11-27,0.47657984
1961-11-28,8.984247
1961-11-29,36.48734
1961-11-30,2.619334
1961-12-01,0.04434476
1961-12-02,2.1297207
1961-12-03,0.5874082
1961-12-04,3.6472123
1961-12-05,0.695721
1961-12-06,0.88112617
1961-12-07,2.0577168
1961-12-08,0.40029284
1961-12-09,0.73387665
1961-12-10,1.7090869
1961-12-11,0.0144451605
1961-12-12,0.021269182
1961-12-13,0.5856464
1961-12-14,0.7407984
1961-12-15,0.009606358
1961-12-16,0.0994065
1961-12-17,1.5655084
1961-12-18,0.9113253
1961-12-19,0.1911168
1961-12-20,0.075453
1961-12-21,0.0972427
1961-12-22,0.1927584
1961-12-23,0.0211675
1961-12-24,0.052972484
1961-12-25,0.0124195
1961-12-26,0.031977322
1961-12-27,0.10354692
1961-12-28,0.06885181
1961-12-29,0.26866242
1961-12-30,0.09527996
1961-12-31,0.19702707
1962-01-01,0.005125601
1962-01-02,0.102173045
1962-01-03,0.043011796
1962-01-04,1.214026
1962-01-05,0.15653089
1962-01-06,0.0027415375
1962-01-07,0.038911168
1962-01-08,0.058467012
1962-01-09,0.80442214
1962-01-10,3.7690988
1962-01-11,0.061022945
1962-01-12,0.65338004
1962-01-13,0.0019198279
1962-01-14,6.4036673e-15
1962-01-15,0.029202377
1962-01-16,0.1440615
1962-01-17,0.018348737
1962-01-18,0.028617201
1962-01-19,0.2611959
1962-01-20,0.0014525182
1962-01-21,0.05876051
1962-01-22,0.011841121
1962-01-23,0.02284944
1962-01-24,0.0028014455
1962-01-25,0.03089238
1962-01-26,0.0009687324
1962-01-27,0.03565451
1962-01-28,0.09268757
1962-01-29,0.631976
1962-01-30,0.036155216
1962-01-31,0.5694334
1962-02-01,1.5820396
1962-02-02,0.012363037
1962-02-03,0.00429528
1962-02-04,0.012594267
1962-02-05,0.04743589
1962-02-06,0.0005994314
1962-02-07,0.0053823194
1962-02-08,0.003707272
1962-02-09,0.85205024
1962-02-10,0.92142093
1962-02-11,4.700321
1962-02-12,4.0910435
1962-02-13,0.9557799
1962-02-14,0.053778414
1962-02-15,0.0696119
1962-02-16,0.0019249171
1962-02-17,0.0033267688
1962-02-18,2.1383505
1962-02-19,5.119586
1962-02-20,0.00685213
1962-02-21,0.01595325
1962-02-22,0.8587988
1962-02-23,0.05178248
1962-02-24,0.9830871
1962-02-25,0.0026908824
1962-02-26,0.01843884
1962-02-27,0.034008693
1962-02-28,0.01941027
1962-03-01,0.04738413
1962-03-02,0.0054193684
1962-03-03,0.2148943
1962-03-04,1.2381815
1962-03-05,0.019387625
1962-03-06,0.025066324
1962-03-07,0.0018144286
1962-03-08,0.018308893
1962-03-09,0.11067587
1962-03-10,0.00090156205
1962-03-11,0.009717396
1962-03-12,0.022307158
1962-03-13,0.0007464912
1962-03-14,0.028860591
1962-03-15,0.2438947
1962-03-16,0.003849156
1962-03-17,0.0014132682
1962-03-18,0.02103723
1962-03-19,0.060676273
1962-03-20,0.5235637
1962-03-21,0.0106525365
1962-03-22,0.010664578
1962-03-23,0.0017941726
1962-03-24,0.5803517
1962-03-25,0.19581765
1962-03-26,0.0001651366
1962-03-27,0.05936371
1962-03-28,0.25163242
1962-03-29,0.008698134
1962-03-30,0.055510025
1962-03-31,0.02147386
1962-04-01,0.00081426476
1962-04-02,0.023357276
1962-04-03,0.6332024
1962-04-04,0.9434807
1962-04-05,1.9850956
1962-04-06,0.26530167
1962-04-07,0.025630368
1962-04-08,0.048130922
1962-04-09,0.09370199
1962-04-10,0.037910152
1962-04-11,0.04274465
1962-04-12,0.1455846
1962-04-13,0.857726
1962-04-14,0.093328446
1962-04-15,0.10745365
1962-04-16,0.5034666
1962-04-17,0.23245475
1962-04-18,0.059753448
1962-04-19,0.47380644
1962-04-20,0.06184351
1962-04-21,0.034495357
1962-04-22,0.009330745
1962-04-23,0.028922666
1962-04-24,0.05977512
1962-04-25,0.026864376
1962-04-26,0.014289034
1962-04-27,0.03243535
1962-04-28,0.7344028
1962-04-29,0.7594099
1962-04-30,0.8810037
1962-05-01,0.05143788
1962-05-02,0.2322432
1962-05-03,0.085907295
1962-05-04,0.094776146
1962-05-05,0.0081321355
1962-05-06,0.0059070997
1962-05-07,0.0114676645
1962-05-08,0.0037670054
1962-05-09,0.49404514
1962-05-10,0.2797003
1962-05-11,0.032684814
1962-05-12,0.9023796
1962-05-13,0.09379015
1962-05-14,0.24174164
1962-05-15,0.3195534
1962-05-16,1.615072
1962-05-17,0.0023194568
1962-05-18,0.01761117
1962-05-19,0.020602413
1962-05-20,0.049225625
1962-05-21,0.033461113
1962-05-22,0.029810652
1962-05-23,0.033118587
1962-05-24,0.012439319
1962-05-25,0.062808625
1962-05-26,0.050824806
1962-05-27,0.04418018
1962-05-28,0.06434381
1962-05-29,0.019655414
1962-05-30,0.665835
1962-05-31,0.02857485
1962-06-01,0.038657293
1962-06-02,0.6809407
1962-06-03,0.17520416
1962-06-04,0.611334
1962-06-05,1.888263
1962-06-06,0.22092576
1962-06-07,0.41146365
1962-06-08,0.9439621
1962-06-09,0.39219737
1962-06-10,1.3740331
1962-06-11,1.2414042
1962-06-12,0.17595366
1962-06-13,1.9554117
1962-06-14,1.070142
1962-06-15,0.14932181
1962-06-16,0.21238628
1962-06-17,1.3376329
1962-06-18,0.5208126
1962-06-19,1.0011523
1962-06-20,0.004008852
1962-06-21,0.14026573
1962-06-22,0.38168928
1962-06-23,0.119554915
1962-06-24,0.00667927
1962-06-25,0.05878249
1962-06-26,0.09680196
1962-06-27,0.005856581
1962-06-28,0.0451521
1962-06-29,0.024897862
1962-06-30,0.0038639808
1962-07-01,0.039758764
1962-07-02,0.0061910828
1962-07-03,0.0077843713
